Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin
7677,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7678,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7679,CULEX RESTUANS,T903,41.957799,-87.930995,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7680,CULEX RESTUANS,T903,41.957799,-87.930995,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7681,CULEX PIPIENS,T903,41.957799,-87.930995,1,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7682,CULEX PIPIENS,T903,41.957799,-87.930995,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7683,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7684,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7685,CULEX RESTUANS,T226,41.793818,-87.654234,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7686,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7687,CULEX RESTUANS,T002,41.95469,-87.800991,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7688,CULEX PIPIENS,T002,41.95469,-87.800991,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7689,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7690,CULEX RESTUANS,T046,41.891118,-87.654491,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7691,CULEX PIPIENS,T046,41.891118,-87.654491,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7692,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7693,CULEX RESTUANS,T048,41.867108,-87.654224,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7694,CULEX PIPIENS,T048,41.867108,-87.654224,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7695,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7696,CULEX RESTUANS,T054,41.921965,-87.632085,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7697,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7698,CULEX TERRITANS,T094,41.720848,-87.666014,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7699,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7700,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7701,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7702,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7703,CULEX RESTUANS,T031,41.801498,-87.763416,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7704,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7705,CULEX RESTUANS,T033,41.906638,-87.701431,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7706,CULEX RESTUANS,T089,41.723195,-87.64997,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7707,CULEX RESTUANS,T090,41.868077,-87.666901,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7708,CULEX PIPIENS,T090,41.868077,-87.666901,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7709,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7710,CULEX RESTUANS,T135,41.662014,-87.724608,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7711,CULEX TERRITANS,T135,41.662014,-87.724608,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7712,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7713,CULEX TERRITANS,T145,41.878114,-87.629798,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7714,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7715,CULEX RESTUANS,T147,41.932094,-87.700117,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7716,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7717,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7718,CULEX RESTUANS,T151,41.916265,-87.800515,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7719,CULEX PIPIENS,T151,41.916265,-87.800515,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7720,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7721,CULEX RESTUANS,T158,41.682587,-87.707973,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7722,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,1,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7723,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7724,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,1,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7725,CULEX RESTUANS,T003,41.964242,-87.757639,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7726,CULEX PIPIENS,T003,41.964242,-87.757639,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7727,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7728,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7729,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7730,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7731,CULEX PIPIENS,T047,41.868142,-87.696269,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7732,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7733,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7734,CULEX RESTUANS,T018,42.010412,-87.66214,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7735,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7736,CULEX RESTUANS,T030,41.89923,-87.716788,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7737,CULEX PIPIENS,T030,41.89923,-87.716788,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7738,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7739,CULEX RESTUANS,T160,41.903002,-87.688267,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7740,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7741,CULEX RESTUANS,T095,41.704336,-87.703736,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7742,CULEX PIPIENS,T095,41.704336,-87.703736,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7743,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,1,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7744,CULEX PIPIENS,T039,41.911824,-87.726737,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7745,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7746,CULEX RESTUANS,T061,41.801179,-87.679447,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7747,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7748,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7749,CULEX RESTUANS,T065,41.778297,-87.752411,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7750,CULEX PIPIENS,T065,41.778297,-87.752411,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7751,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7752,CULEX PIPIENS,T066,41.77166,-87.703047,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7753,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7754,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7755,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7756,CULEX RESTUANS,T080,41.754676,-87.612922,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7757,CULEX RESTUANS,T081,41.821582,-87.627796,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7758,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7759,CULEX RESTUANS,T082,41.803423,-87.642984,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7760,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7761,CULEX RESTUANS,T083,41.754292,-87.590773,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7762,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7763,CULEX RESTUANS,T114,41.798697,-87.736812,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7764,CULEX PIPIENS,T114,41.798697,-87.736812,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7765,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7766,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7767,CULEX RESTUANS,T063,41.82561,-87.726549,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7768,CULEX TERRITANS,T063,41.82561,-87.726549,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7769,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7770,CULEX RESTUANS,T138,41.726465,-87.585413,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7771,CULEX PIPIENS,T138,41.726465,-87.585413,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7772,CULEX TERRITANS,T138,41.726465,-87.585413,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7773,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7774,CULEX RESTUANS,T200,41.678618,-87.559308,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7775,CULEX PIPIENS,T200,41.678618,-87.559308,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7776,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7777,CULEX RESTUANS,T209,41.740641,-87.546587,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7778,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7779,CULEX RESTUANS,T212,41.680946,-87.535198,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7780,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7781,CULEX RESTUANS,T102,41.750498,-87.605294,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7782,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7783,CULEX RESTUANS,T027,41.984809,-87.728492,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7784,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7785,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7786,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7787,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7788,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7789,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7790,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7791,CULEX RESTUANS,T900,41.974689,-87.890615,1,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7792,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7793,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7794,CULEX PIPIENS,T900,41.974689,-87.890615,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7795,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7796,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7797,CULEX RESTUANS,T903,41.957799,-87.930995,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7798,CULEX RESTUANS,T903,41.957799,-87.930995,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7799,CULEX PIPIENS,T903,41.957799,-87.930995,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7800,CULEX PIPIENS,T903,41.957799,-87.930995,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7801,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7802,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7803,CULEX RESTUANS,T223,41.973845,-87.805059,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7804,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7805,CULEX PIPIENS/RESTUANS,T224,41.947227,-87.671457,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7806,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7807,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,1,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7808,CULEX RESTUANS,T230,41.904194,-87.756155,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7809,CULEX PIPIENS/RESTUANS,T035,41.763733,-87.742302,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7810,CULEX RESTUANS,T035,41.763733,-87.742302,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7811,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7812,CULEX RESTUANS,T232,41.912563,-87.668055,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7813,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7814,CULEX RESTUANS,T233,42.009876,-87.807277,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7815,CULEX PIPIENS,T233,42.009876,-87.807277,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7816,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7817,CULEX TERRITANS,T235,41.776428,-87.627096,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7818,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7819,CULEX RESTUANS,T236,41.994679,-87.770899,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7820,CULEX PIPIENS/RESTUANS,T237,41.738903,-87.695443,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7821,CULEX PIPIENS/RESTUANS,T238,41.753391,-87.707394,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7822,CULEX RESTUANS,T238,41.753391,-87.707394,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7823,CULEX TERRITANS,T238,41.753391,-87.707394,0,10.9,10.0,255,10.0,0.0,0.0,23,10.5,29.91,29.18,75.0,86,64
7824,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7825,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7826,CULEX PIPIENS,T046,41.891118,-87.654491,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7827,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7828,CULEX RESTUANS,T048,41.867108,-87.654224,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7829,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7830,CULEX RESTUANS,T049,41.896282,-87.655232,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7831,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7832,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7833,CULEX PIPIENS,T094,41.720848,-87.666014,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7834,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7835,CULEX PIPIENS,T011,41.944869,-87.832763,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7836,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7837,CULEX PIPIENS,T028,41.986921,-87.689778,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7838,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7839,CULEX RESTUANS,T031,41.801498,-87.763416,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7840,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7841,CULEX RESTUANS,T033,41.906638,-87.701431,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7842,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7843,CULEX RESTUANS,T135,41.662014,-87.724608,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7844,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7845,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7846,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7847,CULEX RESTUANS,T151,41.916265,-87.800515,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7848,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7849,CULEX PIPIENS,T152,41.846075,-87.716277,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7850,CULEX RESTUANS,T158,41.682587,-87.707973,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7851,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7852,CULEX PIPIENS,T003,41.964242,-87.757639,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7853,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
7854,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,3.3,0.0,259,-12.0,13.0,0.0,8,1.4,30.33,29.59,52.0,58,46
